SERIE,GENERO,RANGO_EDAD,RANGO_SALARIAL,CATEGORIA,SEGMENTO_GRUPO_FAMILIAR,SEGMENTO_POBLACIONAL,PIRAMIDE_NUEVA,EMPRESA_FOCO,CIUDAD_AFILIADO,HOTELES,PISCILAGO,DROGUERIA,AGENCIAS,VIVIENDA
233103,F,46 a 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
233153,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
233203,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
233253,M,Mayor de 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,GIRARDOT,NO,NO,NO,NO,NO
233303,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
233353,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,RHO,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
233403,M,36 a 45 años,Entre 3 y 4 SMLV,PI,RHO,PI,UPSILON,EMP_000001,MADRID,NO,NO,NO,NO,NO
233453,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
233503,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
233553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000001,,NO,NO,NO,NO,NO
233603,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
233653,M,46 a 55 años,Entre 3 y 4 SMLV,PI,LAMBDA,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
233703,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
233753,M,36 a 45 años,Entre 10 y 20 SMLV,ZETA,EPSILON,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
233803,F,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
233853,F,36 a 45 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
233903,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
233953,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000002,,NO,NO,NO,NO,NO
234003,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234053,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234103,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
234203,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
234253,M,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
234303,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
234353,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234403,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234453,F,46 a 55 años,Entre 1 y 1.5 SMLV,PI,EPSILON,TAU,LAMBDA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234503,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234553,F,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
234603,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,MADRID,NO,NO,NO,NO,NO
234653,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
234703,F,46 a 55 años,Entre 4 y 6 SMLV,ZETA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234753,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234803,M,Mayor de 55 años,Entre 2.5 y 3 SMLV,PI,IOTA,PI,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234853,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234903,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
234953,F,46 a 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
235003,M,Mayor de 55 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,PI,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
235053,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
235103,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,FUSAGASUGA,NO,NO,NO,NO,NO
235153,M,Mayor de 55 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
235203,M,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
235253,F,46 a 55 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
235303,F,20 a 35 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,TAU,LAMBDA,EMP_000001,,NO,NO,NO,NO,NO
235353,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
235403,M,46 a 55 años,Entre 1.5 y 2 SMLV,SIGMA,EPSILON,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
235453,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
235503,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,NO,NO,NO
235553,F,20 a 35 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000001,,NO,NO,NO,NO,NO
235603,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
235653,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
235703,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,IOTA,PI,XI,EMP_000001,,NO,NO,NO,NO,NO
235753,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
235803,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
235853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
235903,M,Mayor de 55 años,Entre 2 y 2.5 SMLV,ZETA,EPSILON,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
235953,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
236003,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
236053,F,46 a 55 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
236103,M,20 a 35 años,Menor al SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
236153,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
236203,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
236253,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,DELTA,EMP_000001,,NO,NO,NO,NO,NO
236303,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
236353,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,NO,NO,NO
236403,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
236453,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,NO,NO,NO
236503,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
236553,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
236603,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,EPSILON,PI,ETA,EMP_000001,SOACHA,NO,NO,NO,NO,NO
236653,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
236703,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,GRANADA,NO,NO,NO,NO,NO
236753,F,36 a 45 años,Entre 2.5 y 3 SMLV,PI,RHO,PI,UPSILON,EMP_000001,FUSAGASUGA,NO,NO,NO,NO,NO
236803,F,20 a 35 años,Menor al SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
236853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
236903,M,20 a 35 años,Entre 10 y 20 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
236953,F,46 a 55 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
237003,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
237053,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
237103,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
237153,M,Mayor de 55 años,Entre 4 y 6 SMLV,ZETA,IOTA,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
237203,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
237253,M,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
237303,M,Menor de 19 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
237353,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
237403,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
237453,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
237503,F,Menor de 19 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
237553,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,PSI,EMP_000001,,NO,NO,NO,NO,NO
237603,M,36 a 45 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
237653,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
237703,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,DELTA,EMP_000001,CHIA,NO,NO,NO,NO,NO
237753,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
237803,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
237853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
237903,F,Mayor de 55 años,Menor al SMLV,SIGMA,LAMBDA,TAU,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
237953,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000001,,NO,NO,NO,NO,NO
238003,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
238053,M,36 a 45 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
238103,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
238153,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
238203,F,36 a 45 años,Menor al SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
238253,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
238303,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,PANDI,NO,NO,NO,NO,NO
238353,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
238403,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
238453,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
238503,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000001,,NO,NO,NO,NO,NO
238553,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,OMEGA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
238603,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
238653,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
238703,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
238753,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
238803,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
238853,M,46 a 55 años,Entre 2 y 2.5 SMLV,PI,EPSILON,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
238903,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
238953,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,THETA,ETA,UPSILON,EMP_000002,,NO,NO,NO,NO,NO
239003,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,PSI,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
239053,F,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
239103,F,20 a 35 años,Entre 3 y 4 SMLV,PI,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
239153,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,SOACHA,NO,NO,NO,NO,NO
239203,M,46 a 55 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
239253,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
239303,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
239353,F,36 a 45 años,Entre 10 y 20 SMLV,ZETA,RHO,PI,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
239403,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
239453,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
239503,M,Mayor de 55 años,Entre 1.5 y 2 SMLV,PI,LAMBDA,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
239553,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
239603,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
239653,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
239703,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
239753,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
239803,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
239853,F,36 a 45 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
239903,M,Mayor de 55 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,PI,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
239953,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,NO,NO,NO
240003,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,EPSILON,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
240053,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,XI,EMP_000002,,NO,NO,NO,NO,NO
240103,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
240153,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,NO,NO,NO
240203,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
240253,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
240303,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,KAPPA,EMP_000001,,NO,NO,NO,NO,NO
240353,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
240403,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
240453,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
240503,M,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,IOTA,TAU,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
240553,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
240603,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,FACATATIVA,NO,NO,NO,NO,NO
240653,M,46 a 55 años,Menor al SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
240703,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,OMEGA,EMP_000001,,NO,NO,NO,NO,NO
240753,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
240803,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
240853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
240903,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
240953,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
241003,M,Mayor de 55 años,Entre 4 y 6 SMLV,ZETA,EPSILON,PI,UPSILON,EMP_000001,YOPAL,NO,NO,NO,NO,NO
241053,M,20 a 35 años,,MU,THETA,OMEGA,OMICRON,EMP_000001,,NO,NO,NO,NO,NO
241103,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
241153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
241203,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,NO,NO,NO
241253,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,BETA,EMP_000001,,NO,NO,NO,NO,NO
241303,F,Mayor de 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
241353,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,,NO,NO,NO,NO,NO
241403,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
241453,F,46 a 55 años,Entre 3 y 4 SMLV,PI,EPSILON,PI,XI,EMP_000002,PACHO,NO,NO,NO,NO,NO
241503,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
241553,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
241603,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,NO,NO,NO
241653,F,Mayor de 55 años,Entre 2 y 2.5 SMLV,SIGMA,IOTA,PI,KAPPA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
241703,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,NO,NO,NO
241753,M,20 a 35 años,Entre 1.5 y 2 SMLV,PI,EPSILON,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
241803,M,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
241853,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
241903,F,46 a 55 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,PI,ETA,EMP_000001,,NO,NO,NO,NO,NO
241953,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,NO,NO,NO
242003,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,NO,NO,NO
242053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,,NO,NO,NO,NO,NO
